20 2 0.22
20 3 0.45
20 4 0.65
20 5 1.08
40 2 0.63
40 3 1.48
40 4 2.64
40 5 5.24
60 2 1.55
60 3 3.65
60 4 6.70
60 5 14.71
80 2 3.02
80 3 7.40
80 4 15.64
80 5 32.19
100 2 5.52
100 3 15.02
100 4 27.48
100 5 66.37
120 2 9.05
120 3 26.67
120 4 48.53
120 5 126.24
140 2 14.26
140 3 39.66
140 4 76.84
140 5 194.35
160 2 21.12
160 3 66.59
160 4 118.19
160 5 307.12
180 2 31.45
180 3 89.27
180 4 177.36
180 5 453.00
200 2 45.08
200 3 130.47
200 4 235.48
200 5 672.55
