10 5 0.81
15 5 0.75
20 5 4.76
25 5 1.29
30 5 2.11
35 5 6.28
40 5 13.69
45 5 84.28
50 5 126.31
55 5 9.44
60 5 8.48
65 5 42.44
70 5 29.02
75 5 57.37
80 5 427.13
